名前,本文,マップ,階層,キャラ（ミカベル）,キャラ２（アズフレイア）,ミカ段階,服装,分類１,分類２,その他,説明,,,,マップ,階層,キャラ,キャラ２,ミカ段階,,分類,その他,説明
軍隊ぶっかけ3の1,"\M[会話ウインドウ]:name[ミカ,Actor1]
（くうぅぅ…ま、また…♡♡）
\M[地の文ウインドウ]:name[\,Actor1]
未だ教官のセクハラは止まず。
今回こそと意気込んで潜入したミカは、
あいも変わらず彼の餌食となっていた。
:name[\,Actor1]
すでに眼前には固く勃起した男根をしごく教官の姿があり、
ガチガチに張り詰めた赤黒い先端に空いた、
蛇の目のような小さな穴が、まるでミカを見つめているようであった。
:name[\,Actor1]
訓練に参加するたび、眼前で自慰行為を見せつけられ、
あげく顔面に吐精されているミカにとって、
もはや慣れてしまった光景ではあるが、それでも不快なものは不快である。
:name[\,Actor1]
自身が性のはけ口にされている、という点については、まだいい。
なにせここ最近は、数多の男性の性欲解消に付き合っている彼女である。
:name[\,Actor1]
今更自慰行為のネタとして利用される事自体には、
さほど抵抗も不快感も覚えない…どころか、喜ばしいとまで思えてしまう。
:name[\,Actor1]
だがしかし、彼はミカに対しての嫌がらせとしてこれを行っているのである。
:name[\,Actor1]
明確に向けられた嫌悪とあざけりに対して、
心穏やかでいられるほどミカの人となりは出来ていない。
意地でも彼を検挙してやる…というのが近頃の彼女の目標でもあった。
\M[会話ウインドウ]:name[ミカ,Actor1]
（…まぁ、そのせいでこうして
毎回顔面にザーメンぶっかけられてる訳なんだけど…♡♡）
:name[ミカ,Actor1]
（うえ♡コイツまた私の顔にチンコ押し付けてっ♡♡
はぁ…♡最近どうも調子に乗って来てるっぽいしぃっ♡♡
いい加減無視したほうが…いや、ここまで来たんだから絶対クビにして…）
\M[地の文ウインドウ]:name[\,Actor1]
柔らかく、それでいて若々しく張りのある頬が、
ぐにぐにと押し付けられる亀頭を心地よい反発で跳ね返す。
\M[会話ウインドウ]:name[ミカ,Actor1]
（んぅ…♡♡相変わらずくっさいしさぁ…♡♡
そもそも訓練後の洗ってないチンポを人に押し付けるとかどんな神経してるの？）
\M[地の文ウインドウ]:name[\,Actor1]
運動終わりのツンとした老廃物の香りが鼻孔を突く不快感にもなれたもの。
心のなかで毒づきながら、それを表情に出さぬよう、極力無表情を貫くミカ。
:name[\,Actor1]
既に十分に興奮しているのだろう、先端からにじみ出るカウパーが、
彼女の顔面にナメクジの這ったような痕を残しながら、
硬い陰茎がぐにぐに、ごしごしと押し歪めていく。
\M[会話ウインドウ]:name[ミカ,Actor1]
（ん、多分そろそろ…♡♡）
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ3の2,"\M[ピストン手コキ停止]
\M[射精長]
:name[ミカ,Actor1]
（うぁぁっっ…♡♡♡さ、流石に射精するときくらいは
なにか一言言ってほしいんだけど…♡♡
あ、危うく目に入るところだったし…♡♡）
\M[地の文ウインドウ]:name[\,Actor1]
勢いよく吐き出された精液が、ミカの顔面に音を立てて飛び散った。
つい先程まで体内に収められていた生温かい液体が張り付く不愉快な感触。
:name[\,Actor1]
先程までとは違う、栗の花にも似た男の精の香りが、
むわりと彼女の顔を包み込んでいく。
\M[会話ウインドウ]:name[ミカ,Actor1]
（ぶぇ…♡♡ぶっかけられるとダイレクトに臭いが来るから…♡
うう…ドロッドロだしやっぱ溜まってるのかな…♡♡
うぇっ…くっさぁ…♡んぶ…）
:name[教官,Actor1]
「ふぅ…！よし…！もう一発…！」
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ3の3,":name[ミカ,Actor1]
（うっわぁ♡♡毎度思うけどコイツ凄い元気だよね…♡♡
はぁ…こういう形じゃなかったら…♡♡
いや、流石にこの性格は無いかな…）
\M[地の文ウインドウ]:name[\,Actor1]
一度目の射精を終えた教官は、しかしまだまだ吐き出したりなかったのだろう。
続けざまにミカの帽子をふんだくると、
それに向けて再度男性器を扱き上げ始めた。
\M[会話ウインドウ]:name[ミカ,Actor1]
（うえっ…♡ぼ、帽子…ってことは…♡♡
うぁ…♡♡またアレを被らされるのか…）
:name[教官,Actor1]
「うっ…射精るっ…」
\M[ピストン手コキ停止]
\M[射精長]
\M[地の文ウインドウ]:name[\,Actor1]
一度射精した後のペニスは極めて敏感である。
刺激に耐えられず、そうそうに吐き出された精液が、
なみなみと帽子に溜まっていく。
\M[会話ウインドウ]:name[教官,Actor1]
「ふぅ…よし、返すぞ」
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ3の4,"\M[地の文ウインドウ]:name[\,Actor1]
だばぁ、と、大量に溜め込まれた精液が、
ミカの頭部にぶちまけられる。
:name[\,Actor1]
髪の一本一本、頭皮にまで染み込まんばかりの大量の精液が、
彼女の頭頂部からだらだらと垂れ落ち、彼女の顔を蝕んでいく。
\M[会話ウインドウ]:name[ミカ,Actor1]
（うううっ…生暖かい液体がだんだん冷えながら降りてくる…
この感覚すっごい気持ち悪いんだよね…）
:name[ミカ,Actor1]
（大体髪に掛かった精液、取るのがどれだけ大変かわかってるのかコイツ…
うう…顔にかかった精液も乾いてきてパリパリするしマジで最悪…）
\M[地の文ウインドウ]:name[\,Actor1]
なにせ炎天下の日中である。粘ついた精液はすぐに乾燥し、
突っ張るような不快感をもってミカの面皮を蝕んでいた。
\M[会話ウインドウ]:name[ミカ,Actor1]
（あ、でも流石に萎えてるっぽいし、今回はこのへんで終わりかな…
あーもう…早く帰ってお風呂入りたい…）
:name[教官,Actor1]
「よおし！本日は特別だ！おい訓練生ども！
お前たちもコイツの顔面におもいっきり
その汚い精子をぶちまけてやれ！」
:name[ミカ,Actor1]
（え゛）
:name[訓練兵達,Actor1]
「「「「はっ！！」」」」
:name[訓練兵A,Actor1]
（おいおい…！まじかよ最高じゃん…！）
:name[訓練兵B,Actor1]
（やっべぇ…教官一生ついていきます…！）
",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ3の5,":bg[dim]:layout[center]
　　　　　　　　　　　　　　　　　　\c[1]数十分後\c[0]",,,,,,,,,,,,,,,,,,,,,,
軍隊ぶっかけ3の6,"\M[会話ウインドウ]:name[訓練兵A,Actor1]
「いやぁ～…射精した射精した…流石にもうでねえわ…」
:name[訓練兵B,Actor1]
「お前何回ぶっかけた？俺３回目で玉が痛くなっちゃってさぁ…」
:name[訓練兵A,Actor1]
「俺は普通に２回で十分だったわ
ってか正直後半は顔面精液まみれで萎えた」
\M[地の文ウインドウ]:name[\,Actor1]
既に解散の言葉が出た後。
思い思いの感想を語りながらグラウンドを後にする訓練生たちと、
\M[会話ウインドウ]:name[ミカ,Actor1]
（顔…重…）
\M[地の文ウインドウ]:name[\,Actor1]
ところどころに抜け落ちた陰毛を巻き込み、
黄色がかった白濁液で見る影もなくドロドロにコーティングされたミカの顔面。
:name[\,Actor1]
見るも無残な姿となったミカは、
もはや何度目かもわからない復讐の火を心に灯すのであった。
",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
催眠館50前,"\M[ミカ真顔]:name[ミカ,Actor1]
「本日の営業は終了しました…かぁ…
しょうがない、また今度来てみようっと」",,,,,,,,,,,,,,,,,,,,,,
催眠館導入1,"\M[アズ真顔]
\M[サブフキダシはてな]
:name[アズ,Actor1]
「あっ、ミカ先輩、丁度良かったです。
ちょっと私の頼みを聞いてもらえませんか？」
\M[ミカ疑問]
\M[フキダシはてな]
\M[ミカへっ？]:name[ミカ,Actor1]
「おお…おお…？
珍しいな…アズが私に頼み事だなんて…
明日は大雨でも降るんじゃないか？」
\M[アズ真顔]
\M[サブフキダシ削除]
:name[アズ,Actor1]
「残念ながら雨季は当分先ですし、その可能性は皆無です」
\M[アズ真顔]
:name[アズ,Actor1]
「とはいえ…はい、優等生の私が怠け者のミカ先輩に何かを頼むなんて、
珍しいことは重々承知していますが、
今はそうも言ってられない事情がありまして…」
\M[ミカ呆れ]
\M[フキダシもじゃもじゃ]
\M[ミカはぁ]:name[ミカ,Actor1]
「自分で優等生とか言わないでよ…あと先輩に向かって怠け者とかも!
ってかアズから私に頼み事ってことは、滅茶苦茶厄介な内容でしょ？
あんまり気乗りがしないんだけど…」
\M[アズ呆れ]
\M[サブフキダシ削除]
:name[アズ,Actor1]
「気乗りせずとも手伝ってもらわないと困るんですよ。
まぁ、その気がなくても事情を聞けば
手伝わざるを得ない状況になるかと思いますので…」
\M[ミカ呆れ]
\M[フキダシ削除]
\M[ミカはぁ]:name[ミカ,Actor1]
「はぁ…わかったよ…で？一体どうしたの？」
\M[アズ笑顔]
\M[アズ笑いふふっ]:name[アズ,Actor1]
「ご理解いただけたようで何よりです。
…実はですね、数日前からベル先輩が
宿舎にも天界にも戻ってないんです。」
\M[ミカ呆れ]
\M[フキダシもじゃもじゃ]
\M[ミカうわぁ]:name[ミカ,Actor1]
「えぇ…あのバカについてかぁ…。関わりたくないなぁ…
ってか迷子の子犬じゃないんだし、
それだけでわざわざ私が手伝う必要なくない？」
\M[ミカ疑問]
\M[フキダシはてな]
:name[ミカ,Actor1]
「どうせベルのことだし、どっかで迷子になってるとかじゃないの？
それかとうとう堕天しちゃって天界に戻れなくなったとか…」
\M[アズ怒り]
\M[アズ怒りはぁ]:name[アズ,Actor1]
「バカな事を言わないでください…
それに、戻ってないとはいいましたが、先輩が今どこにいるかは分かってるんです。」
\M[ミカ疑問]
\M[フキダシ削除]
\M[ミカへっ？]:name[ミカ,Actor1]
「へ？だったら別に心配することなんて…」
\M[アズ真顔]
:name[アズ,Actor1]
「それがですね…」",,,,,,,,,,,,,,,,,,,,,,
催眠館導入2,"\M[フレイア怒り]
\M[フレイアちょっとぉ？]:name[フレイア,Actor1]
「もう…！ベルちゃんったら定期報告にも来ないで
一体何をしてるのかしら…」
\M[アズ疑問]
:name[アズ,Actor1]
「確認してみたらいかがです？
まあベル先輩のことですし、どうせうっかり忘れてたとか
そんなところでしょうけど…」
\M[フレイア呆れ]
\M[フレイアう～ん]:name[フレイア,Actor1]
「そうねぇ…あっ…！そうだ…！ベルちゃんが天界に報告に来ないなら、
逆に私が地上に行って視察すればいいんじゃないかしら…！」
\M[アズ驚き]
\M[フキダシ削除]
\M[アズええっ]:name[アズ,Actor1]
「ええ…？わざわざベル先輩のためだけにそこまで手間をかけなくても
多分２，３日もすれば「忘れてた！」とか言って報告に来ますよ」
\M[フレイア笑顔]\M[フレイアうふふ]:name[フレイア,Actor1]
「ふふっ、アズちゃんったらまだまだ甘いわねぇ。
きちんと準備した上で報告されるより、
不意打ちの視察のほうが正しい現場の現状を確認できるのよ！」
\M[フレイア怒り]
:name[フレイア,Actor1]
「報告だとどうしても主観での話になるし、
都合の悪いことは誤魔化せちゃいますからね
だからこれは必要なお仕事なんです！」
\M[フレイア笑顔]\M[フレイアうふふ]:name[フレイア,Actor1]
「それに、たまには地上の様子も確認しておきたいしぃ～♪
ってことで、半日ほど出かけてきますね！」
\M[フレイア発情]
\M[フレイアうふふ]:name[フレイア,Actor1]
（ふふ…丁度良かった…♡この前買ったアダルトグッズ、
イマイチだったから新しいのを買いたかったんですよね…♡
この機会に地上でたっぷり買い込んで…）
\M[アズ呆れ]:name[アズ,Actor1]
「ミカ先輩ならともかく、
ベル先輩は誤魔化したり嘘をついたりなんてできないと思いますけど…
まぁフレイア様がそうおっしゃるんでしたら…」",,,,,,,,,,,,,,,,,,,,,,
催眠館導入3,"\M[フキダシ削除]\M[アズ真顔]
:name[アズ,Actor1]
「ということがあったのが３日前ですが…
実はフレイア様が未だに天界に戻られないんですよね。それもなんの連絡もなしに。
流石にこれは異常だと思いまして…」
\M[ミカ呆れ]
\M[フキダシ削除]
\M[ミカふぅ～ん？]:name[ミカ,Actor1]
「た、確かに…まぁフレイア様のことだから、
半日が１日に伸びるくらいの事はありそうだけど…
それでも連絡くらいはありそうなものだよね…」
\M[ミカ驚き]
:name[ミカ,Actor1]
「ってことはつまり…私にベルとフレイア様を探して欲しいってこと…？
さ、流石にソレは荷が重すぎるって…！」
\M[アズ真顔]
:name[アズ,Actor1]
「いえ、さっきも言った通り、
実はお二人の場所は殆ど分かってまして…」
\M[アズ呆れ]
:name[アズ,Actor1]
「お二人共、３日前にこの建物に入ったきり、出てきて無いんですよね。
ですからおそらくは…」
\M[ミカ驚き]
\M[ミカへっ？]:name[ミカ,Actor1]
「この建物って…最近噂の高級ホテルじゃん。
えっ…？ってことは２人ともここに泊まってるってこと…？」
\M[アズ真顔]
:name[アズ,Actor1]
「だったらさっき言った通り、連絡の一つくらいあってもいい筈です。
ベル先輩はともかく」
\M[ミカ真顔]
\M[フキダシ削除]
:name[ミカ,Actor1]
「まぁ…それに女神様はともかく
ベルのやつがこんな高級ホテルに泊まれるとも思えないしねぇ…
すごい勢いでマナー違反して追い出されそう」
\M[アズ真顔]
:name[アズ,Actor1]
「そういうことです。中で何かあったのではと…
というわけで、中に入って詳細を確認しようと思っていたところに、
ちょうど先輩が通りがかったので」
\M[ミカ疑問]
\M[フキダシ削除]
:name[ミカ,Actor1]
「それを手伝って欲しいってことね…
うう～ん…でも本当に危険な何かがあるんなら、それこそ
フレイア様が敵わなかった時点で私達に勝ち目は無いんじゃ…？」
\M[アズ真顔]
:name[アズ,Actor1]
「いえ、実のところ本気でフレイア様が危険な目にあっているとは思ってません。
女神様相手に乱暴狼藉を振える人間がいるとは思えませんし」
:name[アズ,Actor1]
「…とはいえ、なにかあったのは間違いないと思います。
例えば…その…変な男に騙されて同衾してる…とか…」
\M[ミカ呆れ]
\M[フキダシ汗]
:name[ミカ,Actor1]
「ああ～…なるほど…なるほどね…
確かに…フレイア様、滅茶苦茶ムッツリスケベだもんね…
その手の間違いは確かにありそうな気が…」
\M[アズ真顔]
:name[アズ,Actor1]
「ええ…そんなとき、
私一人では相手の男を吹き飛ばしかねませんから…」
\M[ミカ呆れ]
\M[フキダシ削除]
\M[ミカはぁ]:name[ミカ,Actor1]
「私にストッパーになってほしいって事ね…
まあそういうことなら…あれ？でもベルは…いや、アイツのことだし、
どうせ何か壊したりして皿洗いでもしてるんだろ…」
\M[アズ真顔]
:name[アズ,Actor1]
「おそらくはそんなところでしょう
とはいえ…万が一の事が無いともいい切れませんし、
念の為気をつけておいたほうが良いとは思いますけどね」
\M[ミカ真顔]
:name[ミカ,Actor1]
「ま、大丈夫でしょ。というかアズが言ってた通り、
フレイア様をどうこうできる人間なんていないって」
\M[アズ不満]
:name[アズ,Actor1]
「…ま、それもそうですね。
はぁ…フレイア様、普段は素晴らしい女神様なんですが…
なんでこう色事がからむと…ブツブツ…」
\M[ミカ引き]
\M[フキダシ汗]
:name[ミカ,Actor1]
（やべ…アズが不機嫌モードに入っちゃった…！
こ、これはさっさと終わらせないと…）
\M[ミカ引き笑い]
\M[フキダシ汗]
\M[ミカはは…]:name[ミカ,Actor1]
「ま、まぁまぁ…ほ、ほら！
さっさと中に入って終わらせようよ…！」
\M[アズ呆れ]
\M[サブフキダシもじゃもじゃ]
:name[アズ,Actor1]
「はぁ…それもそうですね…」",,,,,,,,,,,,,,,,,,,,,,
